tweet_id,text,created_at,user_verified,has_media,likes,retweets
80,This is tweet number 80,2024-01-04 07:00:00,False,True,3,3
81,This is tweet number 81,2024-01-04 08:00:00,True,True,8,3
82,This is tweet number 82,2024-01-04 09:00:00,False,True,7,4
83,This is tweet number 83,2024-01-04 10:00:00,True,True,3,4
84,This is tweet number 84,2024-01-04 11:00:00,False,False,1,1
85,This is tweet number 85,2024-01-04 12:00:00,True,False,5,4
86,This is tweet number 86,2024-01-04 13:00:00,True,True,3,2
87,This is tweet number 87,2024-01-04 14:00:00,False,True,6,1
88,This is tweet number 88,2024-01-04 15:00:00,True,False,3,3
89,This is tweet number 89,2024-01-04 16:00:00,False,False,4,4
90,This is tweet number 90,2024-01-04 17:00:00,False,False,5,0
91,This is tweet number 91,2024-01-04 18:00:00,False,False,8,4
92,This is tweet number 92,2024-01-04 19:00:00,False,True,7,3
93,This is tweet number 93,2024-01-04 20:00:00,False,False,5,4
94,This is tweet number 94,2024-01-04 21:00:00,False,True,4,0
95,This is tweet number 95,2024-01-04 22:00:00,False,False,6,2
96,This is tweet number 96,2024-01-04 23:00:00,False,False,8,6
97,This is tweet number 97,2024-01-05 00:00:00,False,False,4,4
98,This is tweet number 98,2024-01-05 01:00:00,False,False,3,4
99,This is tweet number 99,2024-01-05 02:00:00,False,False,2,2
100,This is tweet number 100,2024-01-05 03:00:00,True,True,3,1
101,This is tweet number 101,2024-01-05 04:00:00,True,True,9,2
102,This is tweet number 102,2024-01-05 05:00:00,False,False,5,3
103,This is tweet number 103,2024-01-05 06:00:00,False,False,4,2
104,This is tweet number 104,2024-01-05 07:00:00,False,True,7,4
105,This is tweet number 105,2024-01-05 08:00:00,False,False,8,3
106,This is tweet number 106,2024-01-05 09:00:00,False,False,4,3
107,This is tweet number 107,2024-01-05 10:00:00,False,True,4,1
108,This is tweet number 108,2024-01-05 11:00:00,False,False,8,3
109,This is tweet number 109,2024-01-05 12:00:00,False,False,5,4
110,This is tweet number 110,2024-01-05 13:00:00,True,True,5,3
111,This is tweet number 111,2024-01-05 14:00:00,False,True,6,2
112,This is tweet number 112,2024-01-05 15:00:00,True,True,7,2
113,This is tweet number 113,2024-01-05 16:00:00,False,False,2,4
114,This is tweet number 114,2024-01-05 17:00:00,False,True,1,1
115,This is tweet number 115,2024-01-05 18:00:00,True,True,7,4
116,This is tweet number 116,2024-01-05 19:00:00,False,True,5,1
117,This is tweet number 117,2024-01-05 20:00:00,True,True,4,2
118,This is tweet number 118,2024-01-05 21:00:00,False,True,4,1
119,This is tweet number 119,2024-01-05 22:00:00,False,True,3,1
120,This is tweet number 120,2024-01-05 23:00:00,True,False,8,2
121,This is tweet number 121,2024-01-06 00:00:00,False,False,7,4
122,This is tweet number 122,2024-01-06 01:00:00,True,True,1,3
123,This is tweet number 123,2024-01-06 02:00:00,False,True,2,4
124,This is tweet number 124,2024-01-06 03:00:00,True,True,4,2
125,This is tweet number 125,2024-01-06 04:00:00,True,False,6,3
126,This is tweet number 126,2024-01-06 05:00:00,False,False,4,5
127,This is tweet number 127,2024-01-06 06:00:00,False,False,6,5
128,This is tweet number 128,2024-01-06 07:00:00,True,False,8,3
129,This is tweet number 129,2024-01-06 08:00:00,False,False,7,4
130,This is tweet number 130,2024-01-06 09:00:00,False,False,5,4
131,This is tweet number 131,2024-01-06 10:00:00,False,False,2,3
132,This is tweet number 132,2024-01-06 11:00:00,True,False,1,2
133,This is tweet number 133,2024-01-06 12:00:00,True,False,7,3
134,This is tweet number 134,2024-01-06 13:00:00,True,True,4,3
135,This is tweet number 135,2024-01-06 14:00:00,True,True,1,5
136,This is tweet number 136,2024-01-06 15:00:00,True,True,6,3
137,This is tweet number 137,2024-01-06 16:00:00,True,True,5,2
138,This is tweet number 138,2024-01-06 17:00:00,True,False,8,4
139,This is tweet number 139,2024-01-06 18:00:00,True,False,5,4
140,This is tweet number 140,2024-01-06 19:00:00,True,True,4,1
141,This is tweet number 141,2024-01-06 20:00:00,False,False,10,5
142,This is tweet number 142,2024-01-06 21:00:00,True,True,7,2
143,This is tweet number 143,2024-01-06 22:00:00,False,False,4,1
144,This is tweet number 144,2024-01-06 23:00:00,False,True,8,2
145,This is tweet number 145,2024-01-07 00:00:00,False,False,5,5
146,This is tweet number 146,2024-01-07 01:00:00,True,False,5,4
147,This is tweet number 147,2024-01-07 02:00:00,True,True,5,5
148,This is tweet number 148,2024-01-07 03:00:00,True,False,2,4
149,This is tweet number 149,2024-01-07 04:00:00,True,True,3,1
150,This is tweet number 150,2024-01-07 05:00:00,False,True,4,2
151,This is tweet number 151,2024-01-07 06:00:00,True,True,9,1
152,This is tweet number 152,2024-01-07 07:00:00,True,True,0,4
153,This is tweet number 153,2024-01-07 08:00:00,True,False,5,2
154,This is tweet number 154,2024-01-07 09:00:00,True,False,5,2
155,This is tweet number 155,2024-01-07 10:00:00,True,False,5,3
156,This is tweet number 156,2024-01-07 11:00:00,False,True,5,4
157,This is tweet number 157,2024-01-07 12:00:00,True,False,4,2
158,This is tweet number 158,2024-01-07 13:00:00,False,True,9,3
159,This is tweet number 159,2024-01-07 14:00:00,True,False,6,4
160,This is tweet number 160,2024-01-07 15:00:00,False,False,2,2
161,This is tweet number 161,2024-01-07 16:00:00,True,False,6,3
162,This is tweet number 162,2024-01-07 17:00:00,True,True,6,2
163,This is tweet number 163,2024-01-07 18:00:00,False,False,6,5
164,This is tweet number 164,2024-01-07 19:00:00,False,False,5,7
165,This is tweet number 165,2024-01-07 20:00:00,False,True,2,4
166,This is tweet number 166,2024-01-07 21:00:00,True,False,5,2
167,This is tweet number 167,2024-01-07 22:00:00,False,True,3,0
168,This is tweet number 168,2024-01-07 23:00:00,True,False,3,3
169,This is tweet number 169,2024-01-08 00:00:00,True,True,3,3
170,This is tweet number 170,2024-01-08 01:00:00,False,True,6,2
171,This is tweet number 171,2024-01-08 02:00:00,False,False,6,1
172,This is tweet number 172,2024-01-08 03:00:00,True,True,4,7
173,This is tweet number 173,2024-01-08 04:00:00,True,True,5,4
174,This is tweet number 174,2024-01-08 05:00:00,False,True,5,7
175,This is tweet number 175,2024-01-08 06:00:00,False,True,7,4
176,This is tweet number 176,2024-01-08 07:00:00,False,True,5,2
177,This is tweet number 177,2024-01-08 08:00:00,True,True,3,2
178,This is tweet number 178,2024-01-08 09:00:00,True,False,4,4
179,This is tweet number 179,2024-01-08 10:00:00,True,True,7,2
180,This is tweet number 180,2024-01-08 11:00:00,True,True,5,5
181,This is tweet number 181,2024-01-08 12:00:00,True,False,7,4
182,This is tweet number 182,2024-01-08 13:00:00,True,False,8,0
183,This is tweet number 183,2024-01-08 14:00:00,False,False,7,0
184,This is tweet number 184,2024-01-08 15:00:00,True,False,5,4
185,This is tweet number 185,2024-01-08 16:00:00,True,False,8,2
186,This is tweet number 186,2024-01-08 17:00:00,True,False,4,2
187,This is tweet number 187,2024-01-08 18:00:00,False,False,6,5
188,This is tweet number 188,2024-01-08 19:00:00,True,True,8,3
189,This is tweet number 189,2024-01-08 20:00:00,True,True,6,4
190,This is tweet number 190,2024-01-08 21:00:00,False,False,3,0
191,This is tweet number 191,2024-01-08 22:00:00,True,True,8,2
192,This is tweet number 192,2024-01-08 23:00:00,True,True,4,3
193,This is tweet number 193,2024-01-09 00:00:00,True,True,7,3
194,This is tweet number 194,2024-01-09 01:00:00,True,False,2,2
195,This is tweet number 195,2024-01-09 02:00:00,True,False,10,3
196,This is tweet number 196,2024-01-09 03:00:00,False,True,6,2
197,This is tweet number 197,2024-01-09 04:00:00,False,False,4,2
198,This is tweet number 198,2024-01-09 05:00:00,False,True,5,4
199,This is tweet number 199,2024-01-09 06:00:00,True,True,6,4
200,This is tweet number 200,2024-01-09 07:00:00,True,True,4,1
201,This is tweet number 201,2024-01-09 08:00:00,True,True,5,4
202,This is tweet number 202,2024-01-09 09:00:00,False,False,6,1
203,This is tweet number 203,2024-01-09 10:00:00,True,False,3,5
204,This is tweet number 204,2024-01-09 11:00:00,True,False,7,1
205,This is tweet number 205,2024-01-09 12:00:00,False,True,7,4
206,This is tweet number 206,2024-01-09 13:00:00,True,False,8,3
207,This is tweet number 207,2024-01-09 14:00:00,False,True,4,2
208,This is tweet number 208,2024-01-09 15:00:00,False,False,7,2
209,This is tweet number 209,2024-01-09 16:00:00,False,True,3,1
210,This is tweet number 210,2024-01-09 17:00:00,True,True,4,2
211,This is tweet number 211,2024-01-09 18:00:00,True,True,4,1
212,This is tweet number 212,2024-01-09 19:00:00,True,False,0,3
213,This is tweet number 213,2024-01-09 20:00:00,True,False,1,1
214,This is tweet number 214,2024-01-09 21:00:00,True,False,1,1
215,This is tweet number 215,2024-01-09 22:00:00,True,False,7,2
216,This is tweet number 216,2024-01-09 23:00:00,True,True,5,5
217,This is tweet number 217,2024-01-10 00:00:00,False,False,5,6
218,This is tweet number 218,2024-01-10 01:00:00,True,False,8,2
219,This is tweet number 219,2024-01-10 02:00:00,False,True,3,3
220,This is tweet number 220,2024-01-10 03:00:00,True,True,5,5
221,This is tweet number 221,2024-01-10 04:00:00,True,True,3,5
222,This is tweet number 222,2024-01-10 05:00:00,True,False,5,0
223,This is tweet number 223,2024-01-10 06:00:00,False,True,1,3
224,This is tweet number 224,2024-01-10 07:00:00,False,True,7,3
225,This is tweet number 225,2024-01-10 08:00:00,False,True,2,1
226,This is tweet number 226,2024-01-10 09:00:00,False,False,4,1
227,This is tweet number 227,2024-01-10 10:00:00,True,True,6,0
228,This is tweet number 228,2024-01-10 11:00:00,False,False,7,3
229,This is tweet number 229,2024-01-10 12:00:00,True,False,9,2
230,This is tweet number 230,2024-01-10 13:00:00,True,True,4,1
231,This is tweet number 231,2024-01-10 14:00:00,False,True,1,6
232,This is tweet number 232,2024-01-10 15:00:00,False,False,4,0
233,This is tweet number 233,2024-01-10 16:00:00,False,True,6,1
234,This is tweet number 234,2024-01-10 17:00:00,False,True,3,3
235,This is tweet number 235,2024-01-10 18:00:00,False,False,4,2
236,This is tweet number 236,2024-01-10 19:00:00,False,False,2,2
237,This is tweet number 237,2024-01-10 20:00:00,False,True,6,6
238,This is tweet number 238,2024-01-10 21:00:00,False,False,8,3
239,This is tweet number 239,2024-01-10 22:00:00,True,True,7,1
240,This is tweet number 240,2024-01-10 23:00:00,False,True,2,3
241,This is tweet number 241,2024-01-11 00:00:00,False,True,6,4
242,This is tweet number 242,2024-01-11 01:00:00,True,False,9,0
243,This is tweet number 243,2024-01-11 02:00:00,False,True,3,2
244,This is tweet number 244,2024-01-11 03:00:00,True,True,8,1
245,This is tweet number 245,2024-01-11 04:00:00,True,True,7,3
246,This is tweet number 246,2024-01-11 05:00:00,False,False,6,5
247,This is tweet number 247,2024-01-11 06:00:00,True,False,10,4
248,This is tweet number 248,2024-01-11 07:00:00,True,False,5,2
249,This is tweet number 249,2024-01-11 08:00:00,True,False,5,3
250,This is tweet number 250,2024-01-11 09:00:00,True,False,5,3
251,This is tweet number 251,2024-01-11 10:00:00,False,True,5,5
252,This is tweet number 252,2024-01-11 11:00:00,True,False,4,1
253,This is tweet number 253,2024-01-11 12:00:00,False,False,10,4
254,This is tweet number 254,2024-01-11 13:00:00,True,False,3,0
255,This is tweet number 255,2024-01-11 14:00:00,True,True,2,2
256,This is tweet number 256,2024-01-11 15:00:00,True,False,6,2
257,This is tweet number 257,2024-01-11 16:00:00,True,False,4,1
258,This is tweet number 258,2024-01-11 17:00:00,False,True,4,4
259,This is tweet number 259,2024-01-11 18:00:00,False,False,8,5
260,This is tweet number 260,2024-01-11 19:00:00,True,True,5,2
261,This is tweet number 261,2024-01-11 20:00:00,True,True,4,4
262,This is tweet number 262,2024-01-11 21:00:00,False,True,7,4
263,This is tweet number 263,2024-01-11 22:00:00,True,True,4,2
264,This is tweet number 264,2024-01-11 23:00:00,True,True,2,2
265,This is tweet number 265,2024-01-12 00:00:00,True,False,2,3
266,This is tweet number 266,2024-01-12 01:00:00,False,True,3,3
267,This is tweet number 267,2024-01-12 02:00:00,False,True,3,3
268,This is tweet number 268,2024-01-12 03:00:00,False,False,8,4
269,This is tweet number 269,2024-01-12 04:00:00,True,True,6,5
270,This is tweet number 270,2024-01-12 05:00:00,True,False,0,4
271,This is tweet number 271,2024-01-12 06:00:00,False,False,8,4
272,This is tweet number 272,2024-01-12 07:00:00,False,False,5,2
273,This is tweet number 273,2024-01-12 08:00:00,False,True,4,2
274,This is tweet number 274,2024-01-12 09:00:00,False,True,5,5
275,This is tweet number 275,2024-01-12 10:00:00,True,True,7,2
276,This is tweet number 276,2024-01-12 11:00:00,False,False,6,1
277,This is tweet number 277,2024-01-12 12:00:00,True,True,3,2
278,This is tweet number 278,2024-01-12 13:00:00,False,True,4,4
279,This is tweet number 279,2024-01-12 14:00:00,True,True,2,2
280,This is tweet number 280,2024-01-12 15:00:00,False,False,4,4
281,This is tweet number 281,2024-01-12 16:00:00,False,False,1,1
282,This is tweet number 282,2024-01-12 17:00:00,False,True,9,3
283,This is tweet number 283,2024-01-12 18:00:00,False,True,3,5
284,This is tweet number 284,2024-01-12 19:00:00,True,True,1,4
285,This is tweet number 285,2024-01-12 20:00:00,False,True,5,1
286,This is tweet number 286,2024-01-12 21:00:00,True,False,4,2
287,This is tweet number 287,2024-01-12 22:00:00,True,False,6,2
288,This is tweet number 288,2024-01-12 23:00:00,True,False,5,7
289,This is tweet number 289,2024-01-13 00:00:00,True,False,8,2
290,This is tweet number 290,2024-01-13 01:00:00,False,True,5,3
291,This is tweet number 291,2024-01-13 02:00:00,True,True,7,3
292,This is tweet number 292,2024-01-13 03:00:00,True,True,4,6
293,This is tweet number 293,2024-01-13 04:00:00,True,False,1,2
294,This is tweet number 294,2024-01-13 05:00:00,False,True,5,2
295,This is tweet number 295,2024-01-13 06:00:00,False,False,4,2
296,This is tweet number 296,2024-01-13 07:00:00,False,False,3,1
297,This is tweet number 297,2024-01-13 08:00:00,False,True,2,3
298,This is tweet number 298,2024-01-13 09:00:00,True,True,12,5
299,This is tweet number 299,2024-01-13 10:00:00,True,True,5,4
300,This is tweet number 300,2024-01-13 11:00:00,False,False,10,4
301,This is tweet number 301,2024-01-13 12:00:00,True,True,6,3
302,This is tweet number 302,2024-01-13 13:00:00,True,False,1,2
303,This is tweet number 303,2024-01-13 14:00:00,True,True,6,4
304,This is tweet number 304,2024-01-13 15:00:00,False,False,2,3
305,This is tweet number 305,2024-01-13 16:00:00,False,False,4,3
306,This is tweet number 306,2024-01-13 17:00:00,True,True,5,1
307,This is tweet number 307,2024-01-13 18:00:00,False,False,8,4
308,This is tweet number 308,2024-01-13 19:00:00,False,False,4,3
309,This is tweet number 309,2024-01-13 20:00:00,False,True,2,1
310,This is tweet number 310,2024-01-13 21:00:00,False,False,1,1
311,This is tweet number 311,2024-01-13 22:00:00,False,True,8,1
312,This is tweet number 312,2024-01-13 23:00:00,True,False,8,2
313,This is tweet number 313,2024-01-14 00:00:00,False,True,4,3
314,This is tweet number 314,2024-01-14 01:00:00,True,True,1,3
315,This is tweet number 315,2024-01-14 02:00:00,True,False,9,3
316,This is tweet number 316,2024-01-14 03:00:00,False,False,4,1
317,This is tweet number 317,2024-01-14 04:00:00,True,False,2,3
318,This is tweet number 318,2024-01-14 05:00:00,True,False,4,2
319,This is tweet number 319,2024-01-14 06:00:00,True,False,3,1
320,This is tweet number 320,2024-01-14 07:00:00,False,True,8,1
321,This is tweet number 321,2024-01-14 08:00:00,False,False,9,1
322,This is tweet number 322,2024-01-14 09:00:00,True,True,4,4
323,This is tweet number 323,2024-01-14 10:00:00,False,True,4,3
324,This is tweet number 324,2024-01-14 11:00:00,False,False,5,2
325,This is tweet number 325,2024-01-14 12:00:00,False,True,11,2
326,This is tweet number 326,2024-01-14 13:00:00,False,True,8,3
327,This is tweet number 327,2024-01-14 14:00:00,True,True,6,2
328,This is tweet number 328,2024-01-14 15:00:00,True,True,2,4
329,This is tweet number 329,2024-01-14 16:00:00,False,False,8,2
330,This is tweet number 330,2024-01-14 17:00:00,False,True,7,3
331,This is tweet number 331,2024-01-14 18:00:00,True,False,6,5
332,This is tweet number 332,2024-01-14 19:00:00,True,False,5,5
333,This is tweet number 333,2024-01-14 20:00:00,False,True,3,2
334,This is tweet number 334,2024-01-14 21:00:00,True,False,5,1
335,This is tweet number 335,2024-01-14 22:00:00,False,False,3,1
336,This is tweet number 336,2024-01-14 23:00:00,False,False,3,4
337,This is tweet number 337,2024-01-15 00:00:00,True,True,7,1
338,This is tweet number 338,2024-01-15 01:00:00,True,False,4,4
339,This is tweet number 339,2024-01-15 02:00:00,False,False,4,1
340,This is tweet number 340,2024-01-15 03:00:00,False,False,6,5
341,This is tweet number 341,2024-01-15 04:00:00,True,True,6,1
342,This is tweet number 342,2024-01-15 05:00:00,False,False,3,1
343,This is tweet number 343,2024-01-15 06:00:00,True,True,4,2
344,This is tweet number 344,2024-01-15 07:00:00,False,True,6,4
345,This is tweet number 345,2024-01-15 08:00:00,True,True,6,0
346,This is tweet number 346,2024-01-15 09:00:00,True,True,6,4
347,This is tweet number 347,2024-01-15 10:00:00,True,True,6,0
348,This is tweet number 348,2024-01-15 11:00:00,False,True,3,1
349,This is tweet number 349,2024-01-15 12:00:00,False,False,5,3
350,This is tweet number 350,2024-01-15 13:00:00,True,True,2,1
351,This is tweet number 351,2024-01-15 14:00:00,False,False,5,4
352,This is tweet number 352,2024-01-15 15:00:00,True,False,3,3
353,This is tweet number 353,2024-01-15 16:00:00,True,True,3,2
354,This is tweet number 354,2024-01-15 17:00:00,False,False,5,4
355,This is tweet number 355,2024-01-15 18:00:00,False,False,11,7
356,This is tweet number 356,2024-01-15 19:00:00,True,False,7,4
357,This is tweet number 357,2024-01-15 20:00:00,False,False,7,4
358,This is tweet number 358,2024-01-15 21:00:00,False,True,4,3
359,This is tweet number 359,2024-01-15 22:00:00,True,False,1,3
360,This is tweet number 360,2024-01-15 23:00:00,True,True,4,2
361,This is tweet number 361,2024-01-16 00:00:00,False,False,5,2
362,This is tweet number 362,2024-01-16 01:00:00,True,False,4,3
363,This is tweet number 363,2024-01-16 02:00:00,True,True,4,3
364,This is tweet number 364,2024-01-16 03:00:00,False,False,7,2
365,This is tweet number 365,2024-01-16 04:00:00,True,False,6,3
366,This is tweet number 366,2024-01-16 05:00:00,True,False,8,3
367,This is tweet number 367,2024-01-16 06:00:00,False,True,4,3
368,This is tweet number 368,2024-01-16 07:00:00,False,False,3,4
369,This is tweet number 369,2024-01-16 08:00:00,True,True,0,3
370,This is tweet number 370,2024-01-16 09:00:00,True,False,4,8
371,This is tweet number 371,2024-01-16 10:00:00,False,True,1,3
372,This is tweet number 372,2024-01-16 11:00:00,False,True,4,2
373,This is tweet number 373,2024-01-16 12:00:00,False,False,3,4
374,This is tweet number 374,2024-01-16 13:00:00,False,False,5,0
375,This is tweet number 375,2024-01-16 14:00:00,True,True,6,4
376,This is tweet number 376,2024-01-16 15:00:00,False,True,6,2
377,This is tweet number 377,2024-01-16 16:00:00,False,False,4,1
378,This is tweet number 378,2024-01-16 17:00:00,True,True,4,2
379,This is tweet number 379,2024-01-16 18:00:00,False,False,5,1
380,This is tweet number 380,2024-01-16 19:00:00,True,False,1,1
381,This is tweet number 381,2024-01-16 20:00:00,False,False,9,4
382,This is tweet number 382,2024-01-16 21:00:00,False,False,7,3
383,This is tweet number 383,2024-01-16 22:00:00,False,True,5,2
384,This is tweet number 384,2024-01-16 23:00:00,True,False,4,3
385,This is tweet number 385,2024-01-17 00:00:00,True,True,5,3
386,This is tweet number 386,2024-01-17 01:00:00,False,False,4,3
387,This is tweet number 387,2024-01-17 02:00:00,True,True,1,5
388,This is tweet number 388,2024-01-17 03:00:00,True,False,3,4
389,This is tweet number 389,2024-01-17 04:00:00,True,True,7,1
390,This is tweet number 390,2024-01-17 05:00:00,True,True,6,2
391,This is tweet number 391,2024-01-17 06:00:00,True,False,10,3
392,This is tweet number 392,2024-01-17 07:00:00,True,False,4,3
393,This is tweet number 393,2024-01-17 08:00:00,False,False,5,5
394,This is tweet number 394,2024-01-17 09:00:00,False,False,6,2
395,This is tweet number 395,2024-01-17 10:00:00,True,True,6,3
396,This is tweet number 396,2024-01-17 11:00:00,False,False,8,4
397,This is tweet number 397,2024-01-17 12:00:00,False,True,4,2
398,This is tweet number 398,2024-01-17 13:00:00,False,True,3,2
399,This is tweet number 399,2024-01-17 14:00:00,False,False,3,1
400,This is tweet number 400,2024-01-17 15:00:00,True,True,9,3
401,This is tweet number 401,2024-01-17 16:00:00,False,True,7,4
402,This is tweet number 402,2024-01-17 17:00:00,False,True,2,6
403,This is tweet number 403,2024-01-17 18:00:00,True,True,2,2
404,This is tweet number 404,2024-01-17 19:00:00,True,False,4,5
405,This is tweet number 405,2024-01-17 20:00:00,False,False,6,4
406,This is tweet number 406,2024-01-17 21:00:00,False,False,9,7
407,This is tweet number 407,2024-01-17 22:00:00,False,False,11,4
408,This is tweet number 408,2024-01-17 23:00:00,False,True,4,3
409,This is tweet number 409,2024-01-18 00:00:00,False,True,7,2
410,This is tweet number 410,2024-01-18 01:00:00,False,False,7,5
411,This is tweet number 411,2024-01-18 02:00:00,True,False,3,6
412,This is tweet number 412,2024-01-18 03:00:00,False,False,7,2
413,This is tweet number 413,2024-01-18 04:00:00,False,True,5,2
414,This is tweet number 414,2024-01-18 05:00:00,True,False,2,2
415,This is tweet number 415,2024-01-18 06:00:00,True,False,9,1
416,This is tweet number 416,2024-01-18 07:00:00,True,False,6,4
417,This is tweet number 417,2024-01-18 08:00:00,True,True,3,5
418,This is tweet number 418,2024-01-18 09:00:00,False,True,6,5
419,This is tweet number 419,2024-01-18 10:00:00,False,True,3,5
420,This is tweet number 420,2024-01-18 11:00:00,False,True,2,3
421,This is tweet number 421,2024-01-18 12:00:00,False,True,8,5
422,This is tweet number 422,2024-01-18 13:00:00,False,True,4,3
423,This is tweet number 423,2024-01-18 14:00:00,False,True,5,0
424,This is tweet number 424,2024-01-18 15:00:00,True,True,4,2
425,This is tweet number 425,2024-01-18 16:00:00,False,False,3,2
426,This is tweet number 426,2024-01-18 17:00:00,True,False,4,3
427,This is tweet number 427,2024-01-18 18:00:00,True,True,3,3
428,This is tweet number 428,2024-01-18 19:00:00,False,True,11,4
429,This is tweet number 429,2024-01-18 20:00:00,True,False,6,4
430,This is tweet number 430,2024-01-18 21:00:00,False,True,5,3
431,This is tweet number 431,2024-01-18 22:00:00,True,True,5,2
432,This is tweet number 432,2024-01-18 23:00:00,False,True,5,2
433,This is tweet number 433,2024-01-19 00:00:00,True,False,3,4
434,This is tweet number 434,2024-01-19 01:00:00,False,False,6,3
435,This is tweet number 435,2024-01-19 02:00:00,False,False,4,0
